bank_id,bank_name,region,bank_size,lending_style,quarter_num,year,quarter,date,total_assets,total_equity,liquid_assets,total_loans,non_performing_loans,loan_loss_provisions,current_deposits,liquidity_ratio,capital_adequacy_ratio,cash_reserve_ratio,leverage_ratio,loan_to_deposit_ratio,npl_ratio,net_income,return_on_assets,return_on_equity,net_interest_margin,operating_expenses,cost_to_income_ratio,staff_count,branches,concentration_risk,deposit_volatility,financial_health_status,consecutive_losses,risk_reasons
BANK_087,"Ferrell, Jones and Lewis Rural Bank",Greater Accra,Medium,Conservative,6,2022,Q2,2022-Q2,191.44,26.43,83.03,119.89,1.45,1.06,162.7,43.37,13.8,23.84,7.32,73.69,1.21,10.24,5.35,38.76,6.72,9.13,76.18,112.0,8.0,28.96,18.03,0,0,
BANK_087,"Ferrell, Jones and Lewis Rural Bank",Greater Accra,Medium,Conservative,7,2022,Q3,2022-Q3,186.42,25.54,80.55,110.31,1.34,0.87,147.67,43.21,13.7,19.77,5.09,74.7,1.21,3.75,2.01,14.69,2.54,11.35,,202.0,30.0,58.2,6.71,0,0,
BANK_087,"Ferrell, Jones and Lewis Rural Bank",Greater Accra,Medium,Conservative,8,2022,Q4,2022-Q4,182.17,25.18,75.7,57.82,0.73,0.59,131.9,41.55,13.82,17.55,6.45,43.84,1.26,2.21,1.22,8.79,3.14,8.88,33.47,76.0,12.0,34.33,26.45,0,0,
BANK_087,"Ferrell, Jones and Lewis Rural Bank",Greater Accra,Medium,Conservative,9,2023,Q1,2023-Q1,190.47,26.16,77.56,102.05,1.34,1.59,134.58,40.72,13.74,24.18,17.83,75.83,1.31,5.64,2.96,21.55,8.16,14.2,84.02,145.0,13.0,21.17,19.64,0,0,
BANK_087,"Ferrell, Jones and Lewis Rural Bank",Greater Accra,Medium,Conservative,10,2023,Q2,2023-Q2,187.34,25.84,77.87,84.04,1.09,0.72,150.34,41.57,13.8,9.77,15.8,55.9,1.3,2.41,1.29,9.32,10.58,6.09,,,33.0,29.98,10.75,0,0,
BANK_087,"Ferrell, Jones and Lewis Rural Bank",Greater Accra,Medium,Conservative,11,2023,Q3,2023-Q3,188.74,26.35,81.49,112.29,1.44,1.27,139.24,43.18,13.96,12.5,10.0,80.64,1.29,9.62,5.1,36.51,7.73,7.13,43.41,143.0,,57.27,24.9,0,0,
BANK_087,"Ferrell, Jones and Lewis Rural Bank",Greater Accra,Medium,Conservative,12,2023,Q4,2023-Q4,182.08,25.43,75.43,132.07,1.71,1.98,140.46,41.42,13.97,13.09,15.09,94.02,1.29,4.49,2.46,17.65,6.81,13.82,,94.0,10.0,35.57,29.02,0,0,
BANK_088,Anderson-Bailey Rural Bank,Greater Accra,Small,Conservative,1,2021,Q1,2021-Q1,18.11,3.49,6.92,8.55,0.63,0.56,13.2,38.23,19.28,18.81,14.05,64.78,7.37,1.08,5.96,30.93,6.56,0.93,53.41,48.0,5.0,,31.12,0,0,
BANK_088,Anderson-Bailey Rural Bank,Greater Accra,Small,Conservative,2,2021,Q2,2021-Q2,17.1,3.26,6.53,11.4,0.87,0.68,12.92,38.21,19.07,21.72,6.55,88.24,7.61,0.54,3.15,16.52,9.01,0.88,55.53,99.0,9.0,31.53,,0,0,
BANK_088,Anderson-Bailey Rural Bank,Greater Accra,Small,Conservative,3,2021,Q3,2021-Q3,18.04,3.43,6.85,8.92,0.7,0.64,14.74,37.93,18.98,12.09,10.46,60.53,7.88,0.69,3.84,20.25,2.04,0.82,43.52,72.0,3.0,28.05,14.94,0,0,
BANK_088,Anderson-Bailey Rural Bank,Greater Accra,Small,Conservative,4,2021,Q4,2021-Q4,16.86,3.18,6.72,6.75,0.54,0.62,13.92,39.82,18.85,8.5,6.75,48.48,8.02,0.46,2.75,14.6,10.23,1.04,93.81,95.0,4.0,58.74,33.37,0,0,
BANK_088,Anderson-Bailey Rural Bank,Greater Accra,Small,Conservative,5,2022,Q1,2022-Q1,17.3,3.26,6.68,9.77,0.79,0.56,12.8,38.61,18.85,19.34,5.54,76.34,8.09,0.63,3.66,19.39,5.93,0.68,69.08,86.0,9.0,42.47,20.36,0,0,
BANK_088,Anderson-Bailey Rural Bank,Greater Accra,Small,Conservative,6,2022,Q2,2022-Q2,16.92,3.12,5.92,10.51,0.85,0.82,12.94,34.98,18.43,15.92,19.84,81.23,8.12,0.74,4.39,23.82,5.29,0.85,86.16,46.0,,,12.25,0,0,
BANK_088,Anderson-Bailey Rural Bank,Greater Accra,Small,Conservative,7,2022,Q3,2022-Q3,18.37,3.38,6.54,6.7,0.53,0.42,13.51,35.58,18.4,16.27,15.97,49.6,7.91,0.72,3.94,21.43,4.51,0.7,55.91,,8.0,,8.57,0,0,
BANK_088,Anderson-Bailey Rural Bank,Greater Accra,Small,Conservative,8,2022,Q4,2022-Q4,16.13,2.96,5.3,9.02,0.74,0.54,12.48,32.86,18.35,15.24,13.78,72.22,8.23,0.47,2.89,15.74,8.76,0.72,52.8,54.0,2.0,,12.67,0,0,
BANK_088,Anderson-Bailey Rural Bank,Greater Accra,Small,Conservative,9,2023,Q1,2023-Q1,15.94,2.87,5.02,6.49,0.54,0.53,13.19,31.47,18.02,23.39,17.41,49.17,8.33,0.64,3.99,22.12,6.53,0.93,43.14,75.0,4.0,40.08,24.43,0,0,
BANK_088,Anderson-Bailey Rural Bank,Greater Accra,Small,Conservative,10,2023,Q2,2023-Q2,15.85,2.88,5.05,5.64,0.5,0.47,11.46,31.88,18.19,20.68,16.63,49.21,8.86,0.39,2.47,13.58,8.23,0.62,44.23,25.0,11.0,37.81,12.15,0,0,
BANK_088,Anderson-Bailey Rural Bank,Greater Accra,Small,Conservative,11,2023,Q3,2023-Q3,15.15,2.78,5.14,7.37,0.64,0.43,10.67,33.94,18.33,19.5,17.56,69.05,8.64,0.23,1.51,8.26,10.58,0.64,53.49,70.0,,36.27,31.83,0,0,
BANK_088,Anderson-Bailey Rural Bank,Greater Accra,Small,Conservative,12,2023,Q4,2023-Q4,15.14,2.82,5.21,10.09,0.84,0.92,11.02,34.42,18.62,20.26,14.91,91.51,8.29,0.74,4.91,26.36,11.43,0.63,33.17,43.0,7.0,43.13,28.93,0,0,
BANK_089,Suarez LLC Rural Bank,Upper West,Small,Moderate,1,2021,Q1,2021-Q1,20.74,3.82,7.05,7.96,0.8,0.65,15.19,33.98,18.42,14.07,16.78,52.39,10.07,0.98,4.71,25.55,7.83,0.68,,36.0,3.0,29.82,22.37,0,0,
BANK_089,Suarez LLC Rural Bank,Upper West,Small,Moderate,2,2021,Q2,2021-Q2,22.14,4.15,7.69,12.31,1.28,0.74,16.86,34.73,18.74,9.44,6.76,73.01,10.41,1.15,5.21,27.78,6.27,1.16,85.11,69.0,4.0,24.5,5.19,0,0,
BANK_089,Suarez LLC Rural Bank,Upper West,Small,Moderate,3,2021,Q3,2021-Q3,19.6,3.74,6.29,11.12,1.24,1.42,14.02,32.09,19.09,12.2,19.25,79.27,11.13,1.04,5.33,27.92,5.12,0.85,88.59,23.0,10.0,16.94,29.02,0,0,
BANK_089,Suarez LLC Rural Bank,Upper West,Small,Moderate,4,2021,Q4,2021-Q4,19.65,3.75,6.3,8.54,0.94,0.95,15.55,32.08,19.05,21.66,12.55,54.94,10.96,1.13,5.77,30.29,5.96,0.92,,34.0,6.0,59.18,7.77,0,0,
BANK_089,Suarez LLC Rural Bank,Upper West,Small,Moderate,5,2022,Q1,2022-Q1,19.05,3.62,6.01,6.67,0.73,0.45,14.79,31.54,19.01,18.64,9.1,45.08,10.92,0.56,2.95,15.5,2.56,1.45,56.32,67.0,13.0,33.1,29.62,0,0,
BANK_089,Suarez LLC Rural Bank,Upper West,Small,Moderate,6,2022,Q2,2022-Q2,20.71,3.91,6.74,11.51,1.31,0.92,14.82,32.56,18.89,24.85,18.51,77.63,11.41,0.53,2.57,13.61,4.1,0.74,54.6,75.0,5.0,49.63,9.06,0,0,
BANK_089,Suarez LLC Rural Bank,Upper West,Small,Moderate,7,2022,Q3,2022-Q3,23.19,4.36,8.15,13.85,1.59,1.73,19.01,35.15,18.79,24.75,7.03,72.88,11.48,0.42,1.83,9.73,8.91,0.79,32.78,42.0,14.0,39.85,13.05,0,0,
BANK_089,Suarez LLC Rural Bank,Upper West,Small,Moderate,8,2022,Q4,2022-Q4,20.0,3.72,6.82,10.63,1.3,1.47,14.51,34.09,18.6,9.19,17.87,73.24,12.21,0.49,2.46,13.2,3.55,1.13,78.75,43.0,11.0,45.09,26.85,0,0,
BANK_089,Suarez LLC Rural Bank,Upper West,Small,Moderate,9,2023,Q1,2023-Q1,19.75,3.7,6.61,12.59,1.58,0.85,16.22,33.44,18.71,8.11,10.14,77.61,12.54,0.35,1.78,9.53,11.79,1.11,33.03,99.0,11.0,52.71,11.39,0,0,
BANK_089,Suarez LLC Rural Bank,Upper West,Small,Moderate,10,2023,Q2,2023-Q2,20.12,3.73,6.87,12.01,1.49,1.44,15.99,34.15,18.53,14.67,16.58,75.08,12.43,0.26,1.29,6.98,4.02,1.4,88.24,42.0,4.0,16.2,33.43,0,0,
BANK_089,Suarez LLC Rural Bank,Upper West,Small,Moderate,11,2023,Q3,2023-Q3,21.23,3.94,7.3,8.94,1.09,0.66,15.22,34.39,18.55,11.97,17.96,58.73,12.23,0.9,4.22,22.75,7.1,0.96,66.71,30.0,11.0,47.04,11.5,0,0,
BANK_089,Suarez LLC Rural Bank,Upper West,Small,Moderate,12,2023,Q4,2023-Q4,22.05,4.19,7.4,10.37,1.26,1.38,18.75,33.57,19.01,13.11,5.91,55.3,12.2,0.49,2.21,11.64,10.91,1.0,72.35,79.0,12.0,59.76,29.1,0,0,
BANK_090,Moore-Bass Rural Bank,Western,Medium,Conservative,1,2021,Q1,2021-Q1,148.55,41.15,32.5,113.43,1.77,1.76,121.29,21.88,27.7,13.41,18.59,93.52,1.56,2.43,1.63,5.9,11.5,6.97,76.36,164.0,8.0,40.26,24.83,0,0,
BANK_090,Moore-Bass Rural Bank,Western,Medium,Conservative,2,2021,Q2,2021-Q2,159.5,43.69,35.93,59.84,0.91,0.84,116.88,22.52,27.39,24.41,5.51,51.2,1.53,7.9,4.96,18.09,5.33,8.55,43.04,53.0,14.0,31.62,21.93,0,0,
BANK_090,Moore-Bass Rural Bank,Western,Medium,Conservative,3,2021,Q3,2021-Q3,159.74,43.46,38.14,86.72,1.35,1.24,114.64,23.88,27.21,19.53,5.64,75.64,1.56,8.74,5.47,20.1,9.67,9.39,83.6,247.0,14.0,20.33,26.94,0,0,
BANK_090,Moore-Bass Rural Bank,Western,Medium,Conservative,4,2021,Q4,2021-Q4,158.2,43.0,37.62,112.99,1.8,1.07,122.58,23.78,27.18,23.16,16.65,92.18,1.59,4.66,2.94,10.83,7.59,8.92,70.04,238.0,35.0,52.4,10.75,0,0,
BANK_090,Moore-Bass Rural Bank,Western,Medium,Conservative,5,2022,Q1,2022-Q1,161.78,43.05,38.84,94.03,1.5,1.67,136.97,24.01,26.61,24.99,18.58,68.65,1.59,8.45,5.22,19.62,8.57,11.69,35.37,176.0,12.0,20.22,31.79,0,0,
BANK_090,Moore-Bass Rural Bank,Western,Medium,Conservative,6,2022,Q2,2022-Q2,168.48,45.15,40.32,130.68,2.06,2.06,139.72,23.93,26.8,23.5,10.8,93.53,1.58,8.84,5.25,19.58,4.82,10.48,55.59,155.0,23.0,,18.92,0,0,
BANK_090,Moore-Bass Rural Bank,Western,Medium,Conservative,7,2022,Q3,2022-Q3,173.83,45.98,40.67,93.66,1.5,1.36,147.18,23.39,26.45,8.62,16.38,63.64,1.6,3.72,2.14,8.09,11.06,,58.37,133.0,33.0,31.52,30.78,0,0,
BANK_090,Moore-Bass Rural Bank,Western,Medium,Conservative,8,2022,Q4,2022-Q4,164.56,42.69,37.49,113.86,1.9,1.59,133.36,22.78,25.94,11.83,7.16,85.38,1.66,5.33,3.24,12.48,10.56,11.27,45.73,246.0,,38.79,20.9,0,0,
BANK_090,Moore-Bass Rural Bank,Western,Medium,Conservative,9,2023,Q1,2023-Q1,165.61,43.29,38.61,98.88,1.67,1.54,121.77,23.31,26.14,9.53,13.05,81.2,1.69,4.29,2.59,9.92,6.27,8.4,80.59,106.0,10.0,41.22,23.45,0,0,
BANK_090,Moore-Bass Rural Bank,Western,Medium,Conservative,10,2023,Q2,2023-Q2,187.34,49.39,43.73,77.47,1.22,0.82,154.29,23.34,26.37,22.24,14.8,50.21,1.58,9.44,5.04,19.11,5.72,8.5,80.28,225.0,25.0,56.73,16.49,0,0,
BANK_090,Moore-Bass Rural Bank,Western,Medium,Conservative,11,2023,Q3,2023-Q3,184.73,48.54,40.5,83.41,1.34,0.79,133.64,21.92,26.28,8.06,15.05,62.41,1.61,10.37,5.61,21.36,5.05,7.59,75.4,220.0,25.0,26.45,30.85,0,0,
BANK_090,Moore-Bass Rural Bank,Western,Medium,Conservative,12,2023,Q4,2023-Q4,159.54,42.01,35.3,98.87,1.64,1.82,125.89,22.13,26.34,17.98,14.07,78.53,1.65,4.33,2.71,10.31,7.32,,44.96,203.0,26.0,,18.14,0,0,
BANK_091,"Turner, Riggs and Roman Rural Bank",Greater Accra,Small,Moderate,1,2021,Q1,2021-Q1,11.39,3.06,2.63,6.85,0.59,0.41,9.01,23.08,26.83,21.71,6.64,75.98,8.67,0.54,4.77,17.79,9.39,0.77,39.35,27.0,13.0,52.67,25.44,0,0,
BANK_091,"Turner, Riggs and Roman Rural Bank",Greater Accra,Small,Moderate,2,2021,Q2,2021-Q2,10.49,2.85,2.37,6.73,0.57,0.39,8.78,22.56,27.18,8.4,8.36,76.72,8.48,0.38,3.6,13.23,11.88,0.74,88.34,69.0,8.0,59.57,18.41,0,0,
BANK_091,"Turner, Riggs and Roman Rural Bank",Greater Accra,Small,Moderate,3,2021,Q3,2021-Q3,10.55,2.87,2.3,5.41,0.46,0.52,7.99,21.79,27.24,20.79,9.96,67.67,8.55,0.25,2.39,8.77,5.68,0.64,57.05,60.0,11.0,36.03,10.73,0,0,
BANK_091,"Turner, Riggs and Roman Rural Bank",Greater Accra,Small,Moderate,4,2021,Q4,2021-Q4,9.25,2.53,2.03,4.11,0.36,0.35,7.09,21.93,27.33,16.01,9.36,58.05,8.79,0.1,1.03,3.77,5.41,0.65,55.23,65.0,4.0,56.21,32.7,0,0,
BANK_091,"Turner, Riggs and Roman Rural Bank",Greater Accra,Small,Moderate,5,2022,Q1,2022-Q1,9.66,2.62,2.07,5.12,0.45,0.3,7.02,21.46,27.14,12.49,6.13,72.92,8.85,0.51,5.32,19.61,3.14,0.58,56.08,35.0,7.0,57.32,28.45,0,0,
BANK_091,"Turner, Riggs and Roman Rural Bank",Greater Accra,Small,Moderate,6,2022,Q2,2022-Q2,9.8,2.67,2.16,3.46,0.3,0.15,7.37,22.05,27.21,13.76,10.0,46.95,8.68,0.32,3.22,11.84,7.66,0.63,34.02,57.0,5.0,57.66,15.8,0,0,
BANK_091,"Turner, Riggs and Roman Rural Bank",Greater Accra,Small,Moderate,7,2022,Q3,2022-Q3,9.56,2.59,2.14,6.18,0.56,0.43,7.14,22.37,27.06,9.13,14.75,86.58,9.03,0.2,2.11,7.81,10.83,0.68,35.62,37.0,11.0,36.87,27.8,0,0,
BANK_091,"Turner, Riggs and Roman Rural Bank",Greater Accra,Small,Moderate,8,2022,Q4,2022-Q4,8.4,2.29,1.88,2.93,0.27,0.26,6.33,22.43,27.22,12.16,13.38,46.22,9.34,0.4,4.78,17.56,5.6,0.58,38.88,48.0,8.0,34.07,17.99,0,0,
BANK_091,"Turner, Riggs and Roman Rural Bank",Greater Accra,Small,Moderate,9,2023,Q1,2023-Q1,8.72,2.37,1.89,5.62,0.54,0.6,6.83,21.69,27.21,15.93,7.9,82.28,9.7,0.46,5.26,19.34,2.94,0.55,51.66,50.0,9.0,36.6,16.45,0,0,
BANK_091,"Turner, Riggs and Roman Rural Bank",Greater Accra,Small,Moderate,10,2023,Q2,2023-Q2,9.13,2.45,2.0,3.85,0.38,0.25,6.67,21.96,26.8,12.45,12.58,57.78,9.98,0.2,2.19,8.16,10.85,0.63,34.85,86.0,2.0,26.39,32.57,0,0,
BANK_091,"Turner, Riggs and Roman Rural Bank",Greater Accra,Small,Moderate,11,2023,Q3,2023-Q3,9.8,2.64,2.24,4.71,0.45,0.37,8.16,22.85,26.92,22.99,11.86,57.68,9.59,0.53,5.4,20.05,8.59,0.65,32.55,68.0,10.0,15.92,30.32,0,0,
BANK_091,"Turner, Riggs and Roman Rural Bank",Greater Accra,Small,Moderate,12,2023,Q4,2023-Q4,10.49,2.85,2.49,6.73,0.63,0.66,7.79,23.75,27.17,15.67,13.71,86.37,9.38,0.16,1.48,5.45,5.82,0.44,36.53,28.0,12.0,54.66,32.81,0,0,
BANK_092,"Smith, Montoya and Evans Rural Bank",Ashanti,Small,Aggressive,1,2021,Q1,2021-Q1,43.43,11.41,6.1,29.63,3.03,2.92,35.5,14.05,26.26,23.3,6.03,83.46,10.23,1.94,4.46,17.0,11.51,1.53,32.64,97.0,3.0,32.38,24.5,1,0,Low Liquidity; 
BANK_092,"Smith, Montoya and Evans Rural Bank",Ashanti,Small,Aggressive,2,2021,Q2,2021-Q2,42.93,11.33,5.94,22.72,2.39,2.45,33.08,13.83,26.4,22.59,5.44,68.67,10.51,0.77,1.79,6.76,8.92,3.38,69.77,33.0,14.0,38.77,30.2,1,0,Low Liquidity; 
BANK_092,"Smith, Montoya and Evans Rural Bank",Ashanti,Small,Aggressive,3,2021,Q3,2021-Q3,43.75,11.45,5.88,22.52,2.39,1.79,32.52,13.44,26.16,20.07,18.69,69.26,10.6,0.82,1.88,7.21,3.06,2.16,59.81,70.0,11.0,55.02,13.67,1,0,Low Liquidity; 
BANK_092,"Smith, Montoya and Evans Rural Bank",Ashanti,Small,Aggressive,4,2021,Q4,2021-Q4,40.37,10.61,5.63,23.86,2.57,2.02,33.2,13.96,26.28,19.25,5.02,71.87,10.77,2.3,5.69,21.63,4.48,1.71,42.11,77.0,6.0,59.49,,1,0,Low Liquidity; 
BANK_092,"Smith, Montoya and Evans Rural Bank",Ashanti,Small,Aggressive,5,2022,Q1,2022-Q1,39.0,10.21,5.36,18.33,1.92,1.75,32.6,13.74,26.18,10.33,13.88,56.22,10.46,1.47,3.76,14.37,2.56,2.35,64.46,,10.0,,18.79,1,0,Low Liquidity; 
BANK_092,"Smith, Montoya and Evans Rural Bank",Ashanti,Small,Aggressive,6,2022,Q2,2022-Q2,40.16,10.27,5.25,15.38,1.55,1.6,32.27,13.08,25.58,10.68,19.7,47.66,10.1,1.84,4.58,17.92,2.7,2.18,78.23,35.0,12.0,22.51,28.98,1,0,Low Liquidity; 
BANK_092,"Smith, Montoya and Evans Rural Bank",Ashanti,Small,Aggressive,7,2022,Q3,2022-Q3,44.04,11.23,5.73,20.22,2.07,1.95,32.36,13.02,25.5,23.7,18.76,62.46,10.25,1.92,4.36,17.11,3.96,1.66,46.4,51.0,,50.9,15.71,1,0,Low Liquidity; 
BANK_092,"Smith, Montoya and Evans Rural Bank",Ashanti,Small,Aggressive,8,2022,Q4,2022-Q4,41.81,10.72,5.42,17.81,1.93,1.09,30.88,12.95,25.64,12.69,13.61,57.68,10.84,0.87,2.09,8.14,9.98,3.21,35.2,50.0,13.0,30.51,,1,0,Low Liquidity; 
BANK_092,"Smith, Montoya and Evans Rural Bank",Ashanti,Small,Aggressive,9,2023,Q1,2023-Q1,42.41,10.77,5.32,25.75,2.75,2.45,31.53,12.54,25.4,22.89,12.55,81.67,10.7,2.16,5.1,20.07,2.58,3.14,36.18,53.0,11.0,18.67,6.21,1,0,Low Liquidity; 
BANK_092,"Smith, Montoya and Evans Rural Bank",Ashanti,Small,Aggressive,10,2023,Q2,2023-Q2,47.38,11.93,6.13,24.51,2.63,2.16,38.95,12.93,25.17,8.33,12.83,62.94,10.71,0.82,1.73,6.88,9.41,3.21,93.2,35.0,3.0,21.25,10.54,1,0,Low Liquidity; 
BANK_092,"Smith, Montoya and Evans Rural Bank",Ashanti,Small,Aggressive,11,2023,Q3,2023-Q3,49.36,12.43,6.47,27.18,2.87,2.7,39.53,13.11,25.18,18.14,13.84,68.75,10.54,0.63,1.27,5.05,4.67,2.45,45.92,39.0,9.0,36.19,25.02,1,0,Low Liquidity; 
BANK_092,"Smith, Montoya and Evans Rural Bank",Ashanti,Small,Aggressive,12,2023,Q4,2023-Q4,50.16,12.67,6.38,34.53,3.64,3.69,39.86,12.71,25.27,20.55,13.73,86.62,10.54,2.96,5.9,23.36,8.27,3.76,33.55,65.0,13.0,27.93,9.65,1,0,Low Liquidity; 
BANK_093,"Garcia, Humphrey and Baker Rural Bank",Greater Accra,Medium,Moderate,1,2021,Q1,2021-Q1,102.58,26.08,19.39,53.95,4.44,5.22,73.89,18.9,25.43,8.58,6.27,73.02,8.23,3.18,3.1,12.2,7.78,4.6,65.21,240.0,15.0,28.92,19.48,0,0,
BANK_093,"Garcia, Humphrey and Baker Rural Bank",Greater Accra,Medium,Moderate,2,2021,Q2,2021-Q2,102.29,26.01,20.47,72.17,5.89,5.13,76.08,20.02,25.43,17.25,14.24,94.85,8.17,1.92,1.88,7.39,9.7,5.91,47.56,237.0,5.0,47.67,,0,0,
BANK_093,"Garcia, Humphrey and Baker Rural Bank",Greater Accra,Medium,Moderate,3,2021,Q3,2021-Q3,92.69,23.62,19.16,30.64,2.59,2.89,75.03,20.67,25.48,23.32,9.82,40.83,8.45,3.51,3.78,14.84,8.85,2.83,85.01,213.0,5.0,39.43,32.2,0,0,
BANK_093,"Garcia, Humphrey and Baker Rural Bank",Greater Accra,Medium,Moderate,4,2021,Q4,2021-Q4,89.17,22.48,17.67,37.52,3.18,3.51,62.98,19.82,25.2,13.99,9.97,59.58,8.47,2.91,3.26,12.93,5.81,3.21,94.37,215.0,22.0,36.44,24.48,0,0,
BANK_093,"Garcia, Humphrey and Baker Rural Bank",Greater Accra,Medium,Moderate,5,2022,Q1,2022-Q1,89.56,22.54,17.77,61.31,5.19,3.04,65.14,19.84,25.17,17.98,11.06,94.12,8.46,2.19,2.44,9.7,11.06,4.51,43.52,159.0,30.0,15.87,20.17,0,0,
BANK_093,"Garcia, Humphrey and Baker Rural Bank",Greater Accra,Medium,Moderate,6,2022,Q2,2022-Q2,89.97,22.69,18.03,35.61,2.95,2.88,65.28,20.04,25.23,16.33,18.54,54.55,8.3,1.36,1.51,5.98,11.12,,65.49,124.0,9.0,46.84,29.41,0,0,
BANK_093,"Garcia, Humphrey and Baker Rural Bank",Greater Accra,Medium,Moderate,7,2022,Q3,2022-Q3,91.2,22.76,18.18,44.22,3.69,1.85,74.64,19.94,24.96,14.34,12.27,59.25,8.35,2.21,2.43,9.72,10.67,6.14,35.49,198.0,26.0,27.68,5.46,0,0,
BANK_093,"Garcia, Humphrey and Baker Rural Bank",Greater Accra,Medium,Moderate,8,2022,Q4,2022-Q4,81.54,20.25,16.17,44.81,3.91,4.27,68.31,19.84,24.84,9.98,17.25,65.59,8.74,1.11,1.36,5.46,8.09,3.84,51.41,187.0,32.0,29.5,14.75,0,0,
BANK_093,"Garcia, Humphrey and Baker Rural Bank",Greater Accra,Medium,Moderate,9,2023,Q1,2023-Q1,92.21,23.01,18.46,66.38,5.9,6.7,73.6,20.02,24.96,10.3,8.04,90.2,8.9,1.54,1.67,6.69,9.62,7.18,73.32,132.0,27.0,25.3,34.94,0,0,
BANK_093,"Garcia, Humphrey and Baker Rural Bank",Greater Accra,Medium,Moderate,10,2023,Q2,2023-Q2,95.55,23.82,19.66,65.28,6.05,3.46,71.69,20.57,24.93,16.06,11.46,91.05,9.28,5.19,5.43,21.77,4.41,6.63,73.92,94.0,14.0,34.24,8.75,0,0,
BANK_093,"Garcia, Humphrey and Baker Rural Bank",Greater Accra,Medium,Moderate,11,2023,Q3,2023-Q3,101.94,25.51,20.94,46.26,4.11,3.29,81.91,20.54,25.02,22.81,10.47,56.48,8.89,1.25,1.23,4.9,5.68,7.96,30.96,,17.0,23.53,5.45,0,0,
BANK_093,"Garcia, Humphrey and Baker Rural Bank",Greater Accra,Medium,Moderate,12,2023,Q4,2023-Q4,107.28,26.79,21.74,74.54,6.51,6.85,83.93,20.27,24.97,23.05,17.28,88.81,8.74,4.28,3.99,15.98,5.83,6.79,41.76,141.0,21.0,19.72,6.02,0,0,
BANK_094,Newton and Sons Rural Bank,Western,Small,Moderate,1,2021,Q1,2021-Q1,38.75,7.66,9.41,20.94,1.6,0.91,32.7,24.27,19.76,19.02,9.98,64.05,7.62,0.42,1.08,5.49,5.32,1.93,60.14,44.0,10.0,57.51,32.42,0,0,
BANK_094,Newton and Sons Rural Bank,Western,Small,Moderate,2,2021,Q2,2021-Q2,39.76,8.02,9.66,28.18,2.16,2.25,32.78,24.3,20.18,16.8,17.39,85.98,7.67,1.16,2.91,14.4,7.93,2.22,94.6,59.0,12.0,51.61,7.14,0,0,
BANK_094,Newton and Sons Rural Bank,Western,Small,Moderate,3,2021,Q3,2021-Q3,39.97,8.01,9.57,21.97,1.69,1.18,28.85,23.94,20.05,9.5,8.89,76.16,7.68,2.35,5.87,29.27,5.95,3.0,93.13,,7.0,50.05,9.61,0,0,
BANK_094,Newton and Sons Rural Bank,Western,Small,Moderate,4,2021,Q4,2021-Q4,39.29,8.02,9.89,24.59,1.87,1.02,30.82,25.17,20.41,13.35,7.12,79.78,7.6,0.99,2.53,12.39,2.09,1.2,51.5,78.0,10.0,25.76,23.08,0,0,
BANK_094,Newton and Sons Rural Bank,Western,Small,Moderate,5,2022,Q1,2022-Q1,41.13,8.58,10.02,17.83,1.31,1.2,29.56,24.37,20.85,22.56,12.82,60.34,7.36,1.16,2.82,13.52,9.1,2.9,43.76,92.0,2.0,55.58,9.91,0,0,
BANK_094,Newton and Sons Rural Bank,Western,Small,Moderate,6,2022,Q2,2022-Q2,47.65,9.77,12.09,20.99,1.46,1.22,38.82,25.36,20.51,16.19,18.59,54.06,6.96,1.1,2.32,11.3,9.8,3.64,76.58,97.0,2.0,16.68,31.82,0,0,
BANK_094,Newton and Sons Rural Bank,Western,Small,Moderate,7,2022,Q3,2022-Q3,50.49,10.31,13.21,22.16,1.54,1.48,40.5,26.16,20.42,9.92,6.93,54.71,6.94,3.0,5.95,29.14,6.81,3.13,,20.0,14.0,31.16,15.19,0,0,
BANK_094,Newton and Sons Rural Bank,Western,Small,Moderate,8,2022,Q4,2022-Q4,47.74,9.66,12.13,32.95,2.42,1.6,37.52,25.42,20.23,12.47,14.29,87.84,7.34,0.75,1.57,7.74,11.75,3.12,30.79,76.0,7.0,58.54,13.32,0,0,
BANK_094,Newton and Sons Rural Bank,Western,Small,Moderate,9,2023,Q1,2023-Q1,49.5,10.16,12.74,31.65,2.42,2.28,35.69,25.74,20.52,9.65,5.18,88.69,7.64,2.92,5.89,28.71,4.37,3.04,,95.0,9.0,26.66,,0,0,
BANK_094,Newton and Sons Rural Bank,Western,Small,Moderate,10,2023,Q2,2023-Q2,56.92,11.78,15.53,29.53,2.16,2.0,41.08,27.29,20.69,11.56,6.04,71.89,7.32,2.51,4.41,21.33,6.08,3.16,88.35,56.0,10.0,58.28,18.54,0,0,
BANK_094,Newton and Sons Rural Bank,Western,Small,Moderate,11,2023,Q3,2023-Q3,62.82,13.19,16.62,40.93,3.0,2.8,50.82,26.45,20.99,10.34,8.61,80.53,7.34,0.74,1.19,5.65,9.98,4.13,50.12,24.0,,27.43,16.93,0,0,
BANK_094,Newton and Sons Rural Bank,Western,Small,Moderate,12,2023,Q4,2023-Q4,59.25,12.37,14.93,40.8,2.99,2.5,43.84,25.21,20.87,22.34,10.8,93.07,7.33,1.81,3.05,14.6,10.06,2.12,88.17,34.0,2.0,22.13,10.72,0,0,
