bank_id,bank_name,region,bank_size,year,quarter,quarter_num,date,total_assets,liquidity_ratio,capital_adequacy_ratio,npl_ratio,return_on_equity,loan_to_deposit_ratio,financial_health_status,status_label
BANK_120,"Rivera, Johnson and Wiley Rural Bank",Volta,Small,2023,Q3,11,2023-Q3,24.09,29.97,14.87,12.81,15.73,50.14,0,Healthy
BANK_120,"Rivera, Johnson and Wiley Rural Bank",Volta,Small,2023,Q4,12,2023-Q4,25.2,31.89,14.88,13.02,28.01,64.33,0,Healthy
BANK_121,White-Estes Rural Bank,Ashanti,Medium,2021,Q1,1,2021-Q1,125.99,27.39,25.17,6.13,20.42,93.39,0,Healthy
BANK_121,White-Estes Rural Bank,Ashanti,Medium,2021,Q2,2,2021-Q2,130.42,27.01,25.29,6.25,12.38,44.06,0,Healthy
BANK_121,White-Estes Rural Bank,Ashanti,Medium,2021,Q3,3,2021-Q3,143.17,25.73,25.5,6.33,11.53,55.98,0,Healthy
BANK_121,White-Estes Rural Bank,Ashanti,Medium,2021,Q4,4,2021-Q4,138.25,27.24,25.97,6.25,11.67,65.5,0,Healthy
BANK_121,White-Estes Rural Bank,Ashanti,Medium,2022,Q1,5,2022-Q1,138.35,27.99,26.25,6.21,6.06,68.2,0,Healthy
BANK_121,White-Estes Rural Bank,Ashanti,Medium,2022,Q2,6,2022-Q2,152.07,29.61,26.06,6.02,5.4,59.51,0,Healthy
BANK_121,White-Estes Rural Bank,Ashanti,Medium,2022,Q3,7,2022-Q3,156.01,30.17,25.72,6.25,5.76,47.65,0,Healthy
BANK_121,White-Estes Rural Bank,Ashanti,Medium,2022,Q4,8,2022-Q4,149.09,30.17,24.93,6.45,21.72,94.83,0,Healthy
BANK_121,White-Estes Rural Bank,Ashanti,Medium,2023,Q1,9,2023-Q1,161.22,29.01,25.46,6.47,20.33,82.84,0,Healthy
BANK_121,White-Estes Rural Bank,Ashanti,Medium,2023,Q2,10,2023-Q2,172.27,27.5,25.58,6.41,8.77,51.43,0,Healthy
BANK_121,White-Estes Rural Bank,Ashanti,Medium,2023,Q3,11,2023-Q3,182.21,28.07,25.37,6.58,10.24,77.53,0,Healthy
BANK_121,White-Estes Rural Bank,Ashanti,Medium,2023,Q4,12,2023-Q4,175.04,27.04,25.27,6.7,14.14,69.31,0,Healthy
BANK_122,Johnson-Carlson Rural Bank,Volta,Small,2021,Q1,1,2021-Q1,14.81,24.4,19.51,23.98,24.75,73.13,1,High-Risk
BANK_122,Johnson-Carlson Rural Bank,Volta,Small,2021,Q2,2,2021-Q2,14.88,24.88,19.29,22.8,18.37,72.84,1,High-Risk
BANK_122,Johnson-Carlson Rural Bank,Volta,Small,2021,Q3,3,2021-Q3,15.99,24.03,19.23,21.67,28.34,74.8,1,High-Risk
BANK_122,Johnson-Carlson Rural Bank,Volta,Small,2021,Q4,4,2021-Q4,16.98,23.87,19.33,20.97,18.72,46.39,1,High-Risk
BANK_122,Johnson-Carlson Rural Bank,Volta,Small,2022,Q1,5,2022-Q1,17.18,22.88,19.44,20.76,26.47,57.34,1,High-Risk
BANK_122,Johnson-Carlson Rural Bank,Volta,Small,2022,Q2,6,2022-Q2,15.64,23.73,19.48,20.89,4.76,66.98,1,High-Risk
BANK_122,Johnson-Carlson Rural Bank,Volta,Small,2022,Q3,7,2022-Q3,16.15,24.4,19.63,21.33,8.28,70.7,1,High-Risk
BANK_122,Johnson-Carlson Rural Bank,Volta,Small,2022,Q4,8,2022-Q4,16.26,24.74,19.66,22.32,13.21,46.11,1,High-Risk
BANK_122,Johnson-Carlson Rural Bank,Volta,Small,2023,Q1,9,2023-Q1,16.06,25.24,19.78,22.36,11.59,67.04,1,High-Risk
BANK_122,Johnson-Carlson Rural Bank,Volta,Small,2023,Q2,10,2023-Q2,15.73,25.88,19.63,22.69,5.93,72.59,1,High-Risk
BANK_122,Johnson-Carlson Rural Bank,Volta,Small,2023,Q3,11,2023-Q3,15.53,25.56,19.59,22.96,21.68,77.55,1,High-Risk
BANK_122,Johnson-Carlson Rural Bank,Volta,Small,2023,Q4,12,2023-Q4,15.07,25.52,19.52,22.55,16.1,73.05,1,High-Risk
BANK_123,Chandler-Edwards Rural Bank,Ashanti,Medium,2021,Q1,1,2021-Q1,52.88,27.08,15.13,5.61,12.53,90.2,0,Healthy
BANK_123,Chandler-Edwards Rural Bank,Ashanti,Medium,2021,Q2,2,2021-Q2,55.09,25.87,15.07,5.63,8.93,48.68,0,Healthy
BANK_123,Chandler-Edwards Rural Bank,Ashanti,Medium,2021,Q3,3,2021-Q3,57.41,25.84,15.18,5.64,28.91,56.58,0,Healthy
BANK_123,Chandler-Edwards Rural Bank,Ashanti,Medium,2021,Q4,4,2021-Q4,56.21,26.64,15.41,5.77,32.2,64.27,0,Healthy
BANK_123,Chandler-Edwards Rural Bank,Ashanti,Medium,2022,Q1,5,2022-Q1,54.18,27.22,15.39,5.85,33.78,47.35,0,Healthy
BANK_123,Chandler-Edwards Rural Bank,Ashanti,Medium,2022,Q2,6,2022-Q2,61.89,27.3,15.38,5.56,21.35,67.12,0,Healthy
BANK_123,Chandler-Edwards Rural Bank,Ashanti,Medium,2022,Q3,7,2022-Q3,67.26,28.78,15.38,5.59,15.55,51.14,0,Healthy
BANK_123,Chandler-Edwards Rural Bank,Ashanti,Medium,2022,Q4,8,2022-Q4,65.43,27.51,15.37,5.76,27.75,81.44,0,Healthy
BANK_123,Chandler-Edwards Rural Bank,Ashanti,Medium,2023,Q1,9,2023-Q1,64.77,27.27,15.18,5.77,20.37,56.81,0,Healthy
BANK_123,Chandler-Edwards Rural Bank,Ashanti,Medium,2023,Q2,10,2023-Q2,69.56,28.53,15.33,5.64,16.51,56.65,0,Healthy
BANK_123,Chandler-Edwards Rural Bank,Ashanti,Medium,2023,Q3,11,2023-Q3,68.1,28.82,15.28,5.68,20.06,44.8,0,Healthy
BANK_123,Chandler-Edwards Rural Bank,Ashanti,Medium,2023,Q4,12,2023-Q4,72.14,29.07,15.3,5.8,27.58,76.53,0,Healthy
BANK_124,"Joyce, Wilson and Lam Rural Bank",Eastern,Medium,2021,Q1,1,2021-Q1,133.88,27.98,24.45,13.18,19.34,77.38,0,Healthy
BANK_124,"Joyce, Wilson and Lam Rural Bank",Eastern,Medium,2021,Q2,2,2021-Q2,129.92,28.67,24.71,13.29,6.28,83.67,0,Healthy
BANK_124,"Joyce, Wilson and Lam Rural Bank",Eastern,Medium,2021,Q3,3,2021-Q3,130.9,29.14,24.53,14.02,8.22,92.86,0,Healthy
BANK_124,"Joyce, Wilson and Lam Rural Bank",Eastern,Medium,2021,Q4,4,2021-Q4,144.23,28.47,24.67,13.76,16.97,75.86,0,Healthy
BANK_124,"Joyce, Wilson and Lam Rural Bank",Eastern,Medium,2022,Q1,5,2022-Q1,141.39,28.02,24.64,13.69,17.66,75.41,0,Healthy
BANK_124,"Joyce, Wilson and Lam Rural Bank",Eastern,Medium,2022,Q2,6,2022-Q2,144.13,28.66,24.42,13.66,6.38,64.01,0,Healthy
BANK_124,"Joyce, Wilson and Lam Rural Bank",Eastern,Medium,2022,Q3,7,2022-Q3,135.91,27.22,24.5,13.96,22.43,59.02,0,Healthy
BANK_124,"Joyce, Wilson and Lam Rural Bank",Eastern,Medium,2022,Q4,8,2022-Q4,126.16,27.02,24.47,14.12,8.68,75.44,0,Healthy
BANK_124,"Joyce, Wilson and Lam Rural Bank",Eastern,Medium,2023,Q1,9,2023-Q1,115.48,27.05,24.68,14.85,11.62,63.74,0,Healthy
BANK_124,"Joyce, Wilson and Lam Rural Bank",Eastern,Medium,2023,Q2,10,2023-Q2,118.06,27.26,24.69,15.41,6.77,91.15,1,High-Risk
BANK_124,"Joyce, Wilson and Lam Rural Bank",Eastern,Medium,2023,Q3,11,2023-Q3,129.43,26.84,24.75,16.03,8.65,89.66,1,High-Risk
BANK_124,"Joyce, Wilson and Lam Rural Bank",Eastern,Medium,2023,Q4,12,2023-Q4,125.42,28.24,24.68,16.32,20.41,87.94,1,High-Risk
BANK_125,Scott Ltd Rural Bank,Western,Small,2021,Q1,1,2021-Q1,40.69,33.04,10.56,2.51,37.53,47.99,1,High-Risk
BANK_125,Scott Ltd Rural Bank,Western,Small,2021,Q2,2,2021-Q2,39.19,33.07,10.63,2.51,16.65,49.67,1,High-Risk
BANK_125,Scott Ltd Rural Bank,Western,Small,2021,Q3,3,2021-Q3,36.52,30.94,10.52,2.52,19.34,77.47,1,High-Risk
BANK_125,Scott Ltd Rural Bank,Western,Small,2021,Q4,4,2021-Q4,39.66,29.94,10.37,2.45,47.37,55.3,1,High-Risk
BANK_125,Scott Ltd Rural Bank,Western,Small,2022,Q1,5,2022-Q1,41.46,29.34,10.32,2.4,39.31,75.89,1,High-Risk
BANK_125,Scott Ltd Rural Bank,Western,Small,2022,Q2,6,2022-Q2,45.22,30.53,10.35,2.35,17.1,76.97,1,High-Risk
BANK_125,Scott Ltd Rural Bank,Western,Small,2022,Q3,7,2022-Q3,44.73,29.53,10.38,2.32,54.26,69.97,1,High-Risk
BANK_125,Scott Ltd Rural Bank,Western,Small,2022,Q4,8,2022-Q4,40.34,30.33,10.58,2.43,21.55,80.6,1,High-Risk
BANK_125,Scott Ltd Rural Bank,Western,Small,2023,Q1,9,2023-Q1,37.54,30.06,10.55,2.56,33.78,73.21,1,High-Risk
BANK_125,Scott Ltd Rural Bank,Western,Small,2023,Q2,10,2023-Q2,46.39,30.09,10.61,2.39,42.93,65.33,1,High-Risk
BANK_125,Scott Ltd Rural Bank,Western,Small,2023,Q3,11,2023-Q3,47.35,27.74,10.75,2.43,45.84,83.07,1,High-Risk
BANK_125,Scott Ltd Rural Bank,Western,Small,2023,Q4,12,2023-Q4,47.84,26.83,10.89,2.46,13.86,58.19,1,High-Risk
BANK_126,Smith-Frost Rural Bank,Greater Accra,Small,2021,Q1,1,2021-Q1,33.27,22.6,10.79,14.58,27.97,68.79,1,High-Risk
BANK_126,Smith-Frost Rural Bank,Greater Accra,Small,2021,Q2,2,2021-Q2,36.23,22.16,10.9,14.32,46.77,73.33,1,High-Risk
BANK_126,Smith-Frost Rural Bank,Greater Accra,Small,2021,Q3,3,2021-Q3,35.5,21.3,10.85,13.97,17.7,45.9,1,High-Risk
BANK_126,Smith-Frost Rural Bank,Greater Accra,Small,2021,Q4,4,2021-Q4,32.94,20.46,10.81,13.97,47.05,75.51,1,High-Risk
BANK_126,Smith-Frost Rural Bank,Greater Accra,Small,2022,Q1,5,2022-Q1,36.2,20.48,10.85,13.92,45.09,63.13,1,High-Risk
BANK_126,Smith-Frost Rural Bank,Greater Accra,Small,2022,Q2,6,2022-Q2,37.93,20.82,10.69,14.15,39.94,52.26,1,High-Risk
BANK_126,Smith-Frost Rural Bank,Greater Accra,Small,2022,Q3,7,2022-Q3,38.71,20.13,10.77,14.25,50.61,46.83,1,High-Risk
BANK_126,Smith-Frost Rural Bank,Greater Accra,Small,2022,Q4,8,2022-Q4,37.92,19.15,10.77,14.35,39.27,66.75,1,High-Risk
BANK_126,Smith-Frost Rural Bank,Greater Accra,Small,2023,Q1,9,2023-Q1,39.94,19.53,10.76,13.99,36.04,57.06,1,High-Risk
BANK_126,Smith-Frost Rural Bank,Greater Accra,Small,2023,Q2,10,2023-Q2,41.27,19.26,10.7,14.12,33.46,91.4,1,High-Risk
BANK_126,Smith-Frost Rural Bank,Greater Accra,Small,2023,Q3,11,2023-Q3,41.12,19.65,10.75,13.94,21.06,83.94,1,High-Risk
BANK_126,Smith-Frost Rural Bank,Greater Accra,Small,2023,Q4,12,2023-Q4,41.34,19.71,10.85,13.87,52.64,88.89,1,High-Risk
BANK_127,"Mcdaniel, Bentley and Mclaughlin Rural Bank",Ashanti,Medium,2021,Q1,1,2021-Q1,172.19,30.04,9.75,5.72,18.54,66.96,1,High-Risk
BANK_127,"Mcdaniel, Bentley and Mclaughlin Rural Bank",Ashanti,Medium,2021,Q2,2,2021-Q2,164.54,28.17,9.7,5.8,54.58,89.81,1,High-Risk
BANK_127,"Mcdaniel, Bentley and Mclaughlin Rural Bank",Ashanti,Medium,2021,Q3,3,2021-Q3,170.74,27.53,9.71,6.11,56.28,62.71,1,High-Risk
BANK_127,"Mcdaniel, Bentley and Mclaughlin Rural Bank",Ashanti,Medium,2021,Q4,4,2021-Q4,193.22,28.01,9.81,6.01,17.28,79.98,1,High-Risk
BANK_127,"Mcdaniel, Bentley and Mclaughlin Rural Bank",Ashanti,Medium,2022,Q1,5,2022-Q1,175.72,27.55,9.78,6.03,55.17,50.23,1,High-Risk
BANK_127,"Mcdaniel, Bentley and Mclaughlin Rural Bank",Ashanti,Medium,2022,Q2,6,2022-Q2,207.96,27.6,9.63,5.87,47.61,75.95,1,High-Risk
BANK_127,"Mcdaniel, Bentley and Mclaughlin Rural Bank",Ashanti,Medium,2022,Q3,7,2022-Q3,213.24,27.93,9.67,5.92,25.84,41.58,1,High-Risk
BANK_127,"Mcdaniel, Bentley and Mclaughlin Rural Bank",Ashanti,Medium,2022,Q4,8,2022-Q4,210.73,26.75,9.69,6.15,50.09,75.62,1,High-Risk
BANK_127,"Mcdaniel, Bentley and Mclaughlin Rural Bank",Ashanti,Medium,2023,Q1,9,2023-Q1,245.8,26.31,9.65,6.14,46.92,88.68,1,High-Risk
BANK_127,"Mcdaniel, Bentley and Mclaughlin Rural Bank",Ashanti,Medium,2023,Q2,10,2023-Q2,281.93,26.41,9.52,6.13,17.91,54.71,1,High-Risk
BANK_127,"Mcdaniel, Bentley and Mclaughlin Rural Bank",Ashanti,Medium,2023,Q3,11,2023-Q3,285.5,24.59,9.65,6.2,56.35,58.49,1,High-Risk
BANK_127,"Mcdaniel, Bentley and Mclaughlin Rural Bank",Ashanti,Medium,2023,Q4,12,2023-Q4,273.01,23.3,9.63,6.33,37.44,94.81,1,High-Risk
BANK_128,Diaz Inc Rural Bank,Eastern,Small,2021,Q1,1,2021-Q1,9.21,21.32,20.88,7.82,14.2,84.77,0,Healthy
BANK_128,Diaz Inc Rural Bank,Eastern,Small,2021,Q2,2,2021-Q2,9.05,21.77,20.65,7.99,17.98,86.07,0,Healthy
BANK_128,Diaz Inc Rural Bank,Eastern,Small,2021,Q3,3,2021-Q3,9.56,21.25,20.53,8.39,10.53,88.19,0,Healthy
BANK_128,Diaz Inc Rural Bank,Eastern,Small,2021,Q4,4,2021-Q4,9.76,20.75,20.68,8.33,20.45,75.29,0,Healthy
BANK_128,Diaz Inc Rural Bank,Eastern,Small,2022,Q1,5,2022-Q1,9.5,20.48,20.62,8.67,9.29,54.58,0,Healthy
BANK_128,Diaz Inc Rural Bank,Eastern,Small,2022,Q2,6,2022-Q2,9.02,20.86,20.64,8.87,13.2,41.01,0,Healthy
BANK_128,Diaz Inc Rural Bank,Eastern,Small,2022,Q3,7,2022-Q3,8.95,21.58,20.71,9.1,7.05,65.02,0,Healthy
BANK_128,Diaz Inc Rural Bank,Eastern,Small,2022,Q4,8,2022-Q4,8.33,21.79,20.67,9.63,27.28,40.06,0,Healthy
BANK_128,Diaz Inc Rural Bank,Eastern,Small,2023,Q1,9,2023-Q1,8.81,21.72,20.14,9.28,6.53,88.45,0,Healthy
BANK_128,Diaz Inc Rural Bank,Eastern,Small,2023,Q2,10,2023-Q2,9.61,21.27,20.06,9.13,21.94,54.93,0,Healthy
BANK_128,Diaz Inc Rural Bank,Eastern,Small,2023,Q3,11,2023-Q3,8.77,20.49,20.2,9.41,6.98,72.64,0,Healthy
BANK_128,Diaz Inc Rural Bank,Eastern,Small,2023,Q4,12,2023-Q4,8.5,20.63,19.96,9.62,10.79,43.73,0,Healthy
BANK_129,"Mccall, Hanson and Alvarado Rural Bank",Eastern,Large,2021,Q1,1,2021-Q1,277.67,26.03,15.27,10.34,19.18,84.09,0,Healthy
BANK_129,"Mccall, Hanson and Alvarado Rural Bank",Eastern,Large,2021,Q2,2,2021-Q2,272.95,27.02,15.26,10.2,24.08,47.96,0,Healthy
BANK_129,"Mccall, Hanson and Alvarado Rural Bank",Eastern,Large,2021,Q3,3,2021-Q3,255.7,27.83,15.34,10.44,8.36,42.68,0,Healthy
BANK_129,"Mccall, Hanson and Alvarado Rural Bank",Eastern,Large,2021,Q4,4,2021-Q4,259.37,28.65,15.31,10.32,36.3,59.63,0,Healthy
BANK_129,"Mccall, Hanson and Alvarado Rural Bank",Eastern,Large,2022,Q1,5,2022-Q1,248.32,29.15,15.53,10.29,13.14,84.03,0,Healthy
BANK_129,"Mccall, Hanson and Alvarado Rural Bank",Eastern,Large,2022,Q2,6,2022-Q2,280.59,30.44,15.35,10.59,33.94,75.74,0,Healthy
BANK_129,"Mccall, Hanson and Alvarado Rural Bank",Eastern,Large,2022,Q3,7,2022-Q3,275.97,29.74,15.44,10.61,19.93,81.75,0,Healthy
BANK_129,"Mccall, Hanson and Alvarado Rural Bank",Eastern,Large,2022,Q4,8,2022-Q4,270.16,29.19,15.35,11.17,37.7,58.39,0,Healthy
BANK_129,"Mccall, Hanson and Alvarado Rural Bank",Eastern,Large,2023,Q1,9,2023-Q1,292.38,30.06,15.54,11.35,8.57,85.57,0,Healthy
BANK_129,"Mccall, Hanson and Alvarado Rural Bank",Eastern,Large,2023,Q2,10,2023-Q2,305.56,29.86,15.53,11.38,22.72,40.79,0,Healthy
BANK_129,"Mccall, Hanson and Alvarado Rural Bank",Eastern,Large,2023,Q3,11,2023-Q3,319.1,30.8,15.73,11.29,31.87,41.23,0,Healthy
BANK_129,"Mccall, Hanson and Alvarado Rural Bank",Eastern,Large,2023,Q4,12,2023-Q4,323.71,29.94,15.4,12.07,24.38,77.15,0,Healthy
BANK_130,Cortez LLC Rural Bank,Bono,Medium,2021,Q1,1,2021-Q1,133.13,43.79,28.68,3.68,17.2,71.88,0,Healthy
BANK_130,Cortez LLC Rural Bank,Bono,Medium,2021,Q2,2,2021-Q2,136.54,45.35,28.66,3.68,18.61,84.05,0,Healthy
BANK_130,Cortez LLC Rural Bank,Bono,Medium,2021,Q3,3,2021-Q3,147.05,45.2,28.27,3.73,4.53,54.37,0,Healthy
BANK_130,Cortez LLC Rural Bank,Bono,Medium,2021,Q4,4,2021-Q4,146.0,44.86,28.08,3.84,19.17,93.13,0,Healthy
BANK_130,Cortez LLC Rural Bank,Bono,Medium,2022,Q1,5,2022-Q1,165.34,45.92,27.82,3.8,20.66,80.63,0,Healthy
BANK_130,Cortez LLC Rural Bank,Bono,Medium,2022,Q2,6,2022-Q2,161.66,45.54,28.36,3.87,8.38,92.03,0,Healthy
BANK_130,Cortez LLC Rural Bank,Bono,Medium,2022,Q3,7,2022-Q3,179.53,45.09,27.85,3.97,10.22,44.39,0,Healthy
BANK_130,Cortez LLC Rural Bank,Bono,Medium,2022,Q4,8,2022-Q4,178.18,43.46,27.52,4.11,6.41,46.68,0,Healthy
BANK_130,Cortez LLC Rural Bank,Bono,Medium,2023,Q1,9,2023-Q1,191.12,45.35,27.26,4.29,21.07,79.02,0,Healthy
BANK_130,Cortez LLC Rural Bank,Bono,Medium,2023,Q2,10,2023-Q2,194.5,45.44,27.09,4.2,19.3,43.15,0,Healthy
BANK_130,Cortez LLC Rural Bank,Bono,Medium,2023,Q3,11,2023-Q3,201.97,46.9,27.2,4.11,9.64,88.78,0,Healthy
BANK_130,Cortez LLC Rural Bank,Bono,Medium,2023,Q4,12,2023-Q4,192.33,48.38,27.32,4.2,20.32,52.01,0,Healthy
BANK_131,"Parker, Ortiz and Powell Rural Bank",Greater Accra,Medium,2021,Q1,1,2021-Q1,191.45,41.33,22.8,0.32,5.69,58.21,0,Healthy
BANK_131,"Parker, Ortiz and Powell Rural Bank",Greater Accra,Medium,2021,Q2,2,2021-Q2,177.37,40.55,22.7,0.33,15.71,62.74,0,Healthy
BANK_131,"Parker, Ortiz and Powell Rural Bank",Greater Accra,Medium,2021,Q3,3,2021-Q3,173.04,40.88,22.6,0.34,9.78,70.08,0,Healthy
BANK_131,"Parker, Ortiz and Powell Rural Bank",Greater Accra,Medium,2021,Q4,4,2021-Q4,175.81,42.11,22.89,0.36,10.37,73.77,0,Healthy
BANK_131,"Parker, Ortiz and Powell Rural Bank",Greater Accra,Medium,2022,Q1,5,2022-Q1,181.5,41.93,22.67,0.37,14.23,70.54,0,Healthy
BANK_131,"Parker, Ortiz and Powell Rural Bank",Greater Accra,Medium,2022,Q2,6,2022-Q2,187.9,39.49,22.65,0.38,21.2,91.96,0,Healthy
BANK_131,"Parker, Ortiz and Powell Rural Bank",Greater Accra,Medium,2022,Q3,7,2022-Q3,171.18,39.54,22.64,0.39,22.42,64.84,0,Healthy
BANK_131,"Parker, Ortiz and Powell Rural Bank",Greater Accra,Medium,2022,Q4,8,2022-Q4,155.22,35.98,22.51,0.42,11.99,40.46,0,Healthy
BANK_131,"Parker, Ortiz and Powell Rural Bank",Greater Accra,Medium,2023,Q1,9,2023-Q1,156.21,36.68,22.3,0.41,11.61,80.36,0,Healthy
BANK_131,"Parker, Ortiz and Powell Rural Bank",Greater Accra,Medium,2023,Q2,10,2023-Q2,148.6,36.99,22.15,0.42,11.86,62.54,0,Healthy
BANK_131,"Parker, Ortiz and Powell Rural Bank",Greater Accra,Medium,2023,Q3,11,2023-Q3,161.21,37.58,22.33,0.42,4.74,70.1,0,Healthy
BANK_131,"Parker, Ortiz and Powell Rural Bank",Greater Accra,Medium,2023,Q4,12,2023-Q4,159.47,37.88,22.06,0.41,24.42,79.11,0,Healthy
BANK_132,Spencer-Lee Rural Bank,Western,Medium,2021,Q1,1,2021-Q1,175.34,28.05,17.18,6.67,11.93,83.35,0,Healthy
BANK_132,Spencer-Lee Rural Bank,Western,Medium,2021,Q2,2,2021-Q2,172.48,27.94,17.11,6.64,10.9,60.97,0,Healthy
BANK_132,Spencer-Lee Rural Bank,Western,Medium,2021,Q3,3,2021-Q3,157.03,27.43,17.0,6.55,30.8,88.7,0,Healthy
BANK_132,Spencer-Lee Rural Bank,Western,Medium,2021,Q4,4,2021-Q4,161.1,27.97,16.89,6.5,16.4,77.2,0,Healthy
BANK_132,Spencer-Lee Rural Bank,Western,Medium,2022,Q1,5,2022-Q1,160.85,27.82,16.84,6.7,16.24,66.09,0,Healthy
BANK_132,Spencer-Lee Rural Bank,Western,Medium,2022,Q2,6,2022-Q2,183.93,26.33,17.02,6.45,15.49,76.65,0,Healthy
BANK_132,Spencer-Lee Rural Bank,Western,Medium,2022,Q3,7,2022-Q3,185.51,26.85,16.79,6.48,28.07,55.0,0,Healthy
BANK_132,Spencer-Lee Rural Bank,Western,Medium,2022,Q4,8,2022-Q4,178.0,25.04,16.98,6.91,31.55,86.38,0,Healthy
BANK_132,Spencer-Lee Rural Bank,Western,Medium,2023,Q1,9,2023-Q1,178.75,24.3,17.29,7.05,13.34,58.61,0,Healthy
BANK_132,Spencer-Lee Rural Bank,Western,Medium,2023,Q2,10,2023-Q2,195.73,25.43,17.41,6.37,13.54,49.18,0,Healthy
BANK_132,Spencer-Lee Rural Bank,Western,Medium,2023,Q3,11,2023-Q3,204.71,24.32,17.41,6.29,13.44,74.22,0,Healthy
BANK_132,Spencer-Lee Rural Bank,Western,Medium,2023,Q4,12,2023-Q4,197.12,23.51,17.69,6.19,32.47,52.39,0,Healthy
BANK_133,"Bentley, Byrd and Orr Rural Bank",Northern,Small,2021,Q1,1,2021-Q1,14.06,18.46,25.86,20.7,16.26,54.88,1,High-Risk
BANK_133,"Bentley, Byrd and Orr Rural Bank",Northern,Small,2021,Q2,2,2021-Q2,13.72,18.64,25.75,21.11,5.66,61.4,1,High-Risk
BANK_133,"Bentley, Byrd and Orr Rural Bank",Northern,Small,2021,Q3,3,2021-Q3,13.75,18.59,26.13,22.98,10.91,80.85,1,High-Risk
BANK_133,"Bentley, Byrd and Orr Rural Bank",Northern,Small,2021,Q4,4,2021-Q4,13.89,18.74,26.1,21.9,13.94,89.82,1,High-Risk
BANK_133,"Bentley, Byrd and Orr Rural Bank",Northern,Small,2022,Q1,5,2022-Q1,13.86,18.87,25.85,21.48,11.14,49.47,1,High-Risk
BANK_133,"Bentley, Byrd and Orr Rural Bank",Northern,Small,2022,Q2,6,2022-Q2,15.8,18.19,25.93,21.43,18.5,40.54,1,High-Risk
BANK_133,"Bentley, Byrd and Orr Rural Bank",Northern,Small,2022,Q3,7,2022-Q3,16.12,17.79,25.92,22.04,13.32,78.68,1,High-Risk
BANK_133,"Bentley, Byrd and Orr Rural Bank",Northern,Small,2022,Q4,8,2022-Q4,15.82,17.84,25.57,23.4,4.22,71.37,1,High-Risk
BANK_133,"Bentley, Byrd and Orr Rural Bank",Northern,Small,2023,Q1,9,2023-Q1,14.25,17.09,25.57,23.33,20.51,54.67,1,High-Risk
BANK_133,"Bentley, Byrd and Orr Rural Bank",Northern,Small,2023,Q2,10,2023-Q2,15.78,17.21,25.3,23.17,13.01,87.21,1,High-Risk
BANK_133,"Bentley, Byrd and Orr Rural Bank",Northern,Small,2023,Q3,11,2023-Q3,16.1,17.32,25.85,23.33,18.17,80.88,1,High-Risk
BANK_133,"Bentley, Byrd and Orr Rural Bank",Northern,Small,2023,Q4,12,2023-Q4,16.51,15.95,26.51,23.6,5.87,54.68,1,High-Risk
BANK_134,"Carroll, Sullivan and Bass Rural Bank",Upper East,Large,2021,Q1,1,2021-Q1,506.76,25.42,10.84,14.25,32.36,80.14,1,High-Risk
BANK_134,"Carroll, Sullivan and Bass Rural Bank",Upper East,Large,2021,Q2,2,2021-Q2,518.04,25.59,10.85,14.49,38.11,82.81,1,High-Risk
BANK_134,"Carroll, Sullivan and Bass Rural Bank",Upper East,Large,2021,Q3,3,2021-Q3,419.7,25.59,11.21,15.68,49.07,56.13,1,High-Risk
BANK_134,"Carroll, Sullivan and Bass Rural Bank",Upper East,Large,2021,Q4,4,2021-Q4,408.38,25.95,11.03,16.13,49.55,60.81,1,High-Risk
BANK_134,"Carroll, Sullivan and Bass Rural Bank",Upper East,Large,2022,Q1,5,2022-Q1,444.25,25.66,10.93,16.54,53.64,43.1,1,High-Risk
BANK_134,"Carroll, Sullivan and Bass Rural Bank",Upper East,Large,2022,Q2,6,2022-Q2,452.85,25.85,10.91,16.68,10.75,66.3,1,High-Risk
BANK_134,"Carroll, Sullivan and Bass Rural Bank",Upper East,Large,2022,Q3,7,2022-Q3,494.6,24.94,10.67,16.92,38.61,48.37,1,High-Risk
BANK_134,"Carroll, Sullivan and Bass Rural Bank",Upper East,Large,2022,Q4,8,2022-Q4,385.55,24.12,10.67,17.69,56.5,44.65,1,High-Risk
BANK_134,"Carroll, Sullivan and Bass Rural Bank",Upper East,Large,2023,Q1,9,2023-Q1,420.79,23.93,10.8,17.42,41.15,76.28,1,High-Risk
BANK_134,"Carroll, Sullivan and Bass Rural Bank",Upper East,Large,2023,Q2,10,2023-Q2,474.6,24.11,10.94,17.5,38.35,64.11,1,High-Risk
BANK_134,"Carroll, Sullivan and Bass Rural Bank",Upper East,Large,2023,Q3,11,2023-Q3,503.54,25.31,10.91,17.66,35.51,62.81,1,High-Risk
BANK_134,"Carroll, Sullivan and Bass Rural Bank",Upper East,Large,2023,Q4,12,2023-Q4,480.65,26.12,10.88,17.96,35.61,64.01,1,High-Risk
BANK_135,Mitchell-Jordan Rural Bank,Greater Accra,Small,2021,Q1,1,2021-Q1,27.37,18.23,18.08,3.87,21.28,85.89,0,Healthy
BANK_135,Mitchell-Jordan Rural Bank,Greater Accra,Small,2021,Q2,2,2021-Q2,28.53,18.45,17.69,3.95,9.39,89.69,0,Healthy
BANK_135,Mitchell-Jordan Rural Bank,Greater Accra,Small,2021,Q3,3,2021-Q3,29.65,18.22,17.79,3.95,24.41,55.32,0,Healthy
BANK_135,Mitchell-Jordan Rural Bank,Greater Accra,Small,2021,Q4,4,2021-Q4,29.1,17.55,17.77,4.02,15.34,70.78,0,Healthy
